,address,commission_district,date_and_time,flood_depth_measured_here,flood_type,has_this_location_flooded,municipality,flood_depth_measured_here_other,what_properties_are_flooded_oth,water_depth_in_inches,what_properties_are_flooded,zip_code,temperature,atmospheric_pressure,air_humidity,wind_speed,wind_gust,wind_direction,longitude,latitude,horizontal_accuracy,date,geometry
98,"1400-1598 SW 16th Ter, Fort Lauderdale, Florida, 33312",8,"Wed, 11 Nov 2020 16:00:30 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16317265,26.10249082,,2020-11-11 16:00:30,POINT (-80.163172651 26.102490822)
99,"16106 Emerald Estates Dr, Fort Lauderdale, Florida, 33331",1,"Wed, 11 Nov 2020 16:02:09 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33331,,,,,,,-80.36463052,26.06816877,,2020-11-11 16:02:09,POINT (-80.3646305199999 26.0681687680001)
100,"16047-16125 Emerald Estates Dr, Fort Lauderdale, Florida, 33331",1,"Wed, 11 Nov 2020 16:03:45 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33331,,,,,,,-80.36578655,26.06831333,,2020-11-11 16:03:45,POINT (-80.365786552 26.068313329)
101,"3841-3849 N Federal Hwy, Fort Lauderdale, Florida, 33308",4,"Wed, 11 Nov 2020 17:06:00 GMT",,rainfall_storm_hurricane,,OAKLAND PARK,,,,,33308,,,,,,,-80.12051991,26.17549879,,2020-11-11 17:06:00,POINT (-80.120519912 26.175498792)
102,"1300-1598 N 14th Ave, Hollywood, Florida, 33020",6,"Wed, 11 Nov 2020 20:29:13 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33020,,,,,,,-80.13626527,26.02310835,,2020-11-11 20:29:13,POINT (-80.1362652669999 26.023108354)
103,"448 NW 45th St, Fort Lauderdale, Florida, 33309",8,"Wed, 11 Nov 2020 21:38:31 GMT",,rainfall_storm_hurricane,,OAKLAND PARK,,,,,33309,,,,,,,-80.15027701,26.181748,,2020-11-11 21:38:31,POINT (-80.150277009 26.181748004)
104,"1000 SW 31st St, Fort Lauderdale, Florida, 33315",6,"Thu, 12 Nov 2020 12:20:51 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.153884,26.08652897,,2020-11-12 12:20:51,POINT (-80.153884 26.086528972)
105,"11401-11499 Tara Dr, Fort Lauderdale, Florida, 33325",5,"Thu, 12 Nov 2020 13:05:11 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33325,,,,,,,-80.30073243,26.11305415,,2020-11-12 13:05:11,POINT (-80.3007324279999 26.113054154)
106,"11801-12099 NW 21st Ct, Fort Lauderdale, Florida, 33323",9,"Thu, 12 Nov 2020 13:07:42 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33323,,,,,,,-80.30636872,26.15327127,,2020-11-12 13:07:42,POINT (-80.306368715 26.153271267)
107,"4789 NW 1st Ct, Fort Lauderdale, Florida, 33317",9,"Thu, 12 Nov 2020 13:10:50 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.21366395,26.12270629,,2020-11-12 13:10:50,POINT (-80.213663948 26.1227062930001)
108,"729-787 E Country Club Cir, Fort Lauderdale, Florida, 33317",5,"Thu, 12 Nov 2020 13:12:55 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.20821746,26.11148042,,2020-11-12 13:12:55,POINT (-80.208217455 26.111480418)
109,"1813 SW 23rd St, Fort Lauderdale, Florida, 33315",8,"Thu, 12 Nov 2020 14:21:23 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.16505095,26.0938618,,2020-11-12 14:21:23,POINT (-80.1650509519999 26.093861799)
110,"SW 24th Ave, Fort Lauderdale, Florida, 33312",6,"Thu, 12 Nov 2020 15:10:58 GMT",,rainfall_storm_hurricane,,COUNTY REGIONAL FACILITY,,,,,33312,,,,,,,-80.17296992,26.07920005,,2020-11-12 15:10:58,POINT (-80.172969923 26.07920005)
111,Sunrise Middle School,4,"Thu, 12 Nov 2020 19:53:52 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.12364509,26.14353093,,2020-11-12 19:53:52,POINT (-80.123645086 26.143530931)
112,Sunrise Middle School,4,"Thu, 12 Nov 2020 19:56:45 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.12364509,26.14353093,,2020-11-12 19:56:45,POINT (-80.123645086 26.143530931)
113,"11401-11499 Tara Dr, Fort Lauderdale, Florida, 33325",5,"Thu, 12 Nov 2020 20:25:02 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33325,,,,,,,-80.30065077,26.11301966,,2020-11-12 20:25:02,POINT (-80.3006507649999 26.113019664)
114,"11801-12099 NW 21st Ct, Fort Lauderdale, Florida, 33323",9,"Thu, 12 Nov 2020 20:27:25 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33323,,,,,,,-80.30612474,26.153215,,2020-11-12 20:27:25,POINT (-80.306124737 26.153215)
115,"786-798 E Country Club Cir, Fort Lauderdale, Florida, 33317",5,"Thu, 12 Nov 2020 20:30:37 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.20763712,26.11139347,,2020-11-12 20:30:37,POINT (-80.2076371209999 26.1113934690001)
116,"789-799 E Country Club Cir, Fort Lauderdale, Florida, 33317",5,"Thu, 12 Nov 2020 20:32:04 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.20765858,26.1113742,,2020-11-12 20:32:04,POINT (-80.2076585789999 26.111374201)
117,"155-199 NW 48th Ave, Fort Lauderdale, Florida, 33317",9,"Thu, 12 Nov 2020 20:34:24 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.21401334,26.12274159,,2020-11-12 20:34:24,POINT (-80.2140133359999 26.122741595)
118,"786-798 E Country Club Cir, Fort Lauderdale, Florida, 33317",5,"Thu, 12 Nov 2020 20:39:38 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.20782533,26.11142471,,2020-11-12 20:39:38,POINT (-80.207825328 26.1114247130001)
119,"800-894 E Country Club Cir, Fort Lauderdale, Florida, 33317",5,"Thu, 12 Nov 2020 20:40:19 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.20645204,26.11043242,,2020-11-12 20:40:19,POINT (-80.206452037 26.1104324230001)
120,"Davie, Florida",5,"Thu, 12 Nov 2020 21:02:23 GMT",,rainfall_storm_hurricane,,DAVIE,,,,,33314,,,,,,,-80.23474,26.06568,,2020-11-12 21:02:23,POINT (-80.23474 26.06568)
121,"1801-1819 SW 14th St, Fort Lauderdale, Florida, 33312",8,"Fri, 13 Nov 2020 00:08:01 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16581098,26.10449871,,2020-11-13 00:08:01,POINT (-80.1658109809999 26.1044987120001)
122,Shenandoah Square,5,"Fri, 13 Nov 2020 17:05:03 GMT",,rainfall_storm_hurricane,,DAVIE,,,,,33325,,,,,,,-80.3305119,26.11759422,,2020-11-13 17:05:03,POINT (-80.3305119039999 26.1175942240001)
123,"Cameron Ct, Fort Lauderdale, Florida, 33326",1,"Fri, 13 Nov 2020 17:08:53 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38775992,26.11858504,,2020-11-13 17:08:53,POINT (-80.387759922 26.1185850420001)
124,"Cameron Ct, Fort Lauderdale, Florida, 33326",1,"Fri, 13 Nov 2020 17:10:30 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38918992,26.11892771,,2020-11-13 17:10:30,POINT (-80.389189916 26.118927714)
125,"NW 25th St, Fort Lauderdale, Florida, 33322",9,"Fri, 13 Nov 2020 17:22:25 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33322,,,,,,,-80.25596992,26.15622503,,2020-11-13 17:22:25,POINT (-80.255969916 26.156225025)
126,"SW 21st Ct & SW 12th Ave, Fort Lauderdale, Florida, 33315",8,"Fri, 13 Nov 2020 20:16:38 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.15692989,26.09477004,,2020-11-13 20:16:38,POINT (-80.156929894 26.094770043)
127,"SW 21st Ct & SW 12th Ave, Fort Lauderdale, Florida, 33315",8,"Fri, 13 Nov 2020 20:29:52 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.15692989,26.09477004,,2020-11-13 20:29:52,POINT (-80.156929894 26.094770043)
128,"1201 SW 20th St, Fort Lauderdale, Florida, 33315",8,"Sat, 14 Nov 2020 00:45:48 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.15703027,26.09639749,,2020-11-14 00:45:48,POINT (-80.157030274 26.096397489)
129,"808 SW 12th Ct, Fort Lauderdale, Florida, 33315",8,"Sat, 14 Nov 2020 17:36:53 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.15138996,26.10619001,,2020-11-14 17:36:53,POINT (-80.151389958 26.106190009)
130,"1200 Mango Isle, Fort Lauderdale, Florida, 33315",8,"Sat, 14 Nov 2020 18:25:29 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.15665757,26.10459823,,2020-11-14 18:25:29,POINT (-80.156657566 26.1045982300001)
131,"1108 Mango Isle, Fort Lauderdale, Florida, 33315",8,"Sat, 14 Nov 2020 18:30:22 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.15564369,26.10494266,,2020-11-14 18:30:22,POINT (-80.15564369 26.1049426600001)
132,"2445 SW 18th Ter, Fort Lauderdale, Florida, 33315",8,"Sat, 14 Nov 2020 20:06:01 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.16667,26.09219001,,2020-11-14 20:06:01,POINT (-80.16667 26.09219001)
133,"1509 SW 15th Ave, Fort Lauderdale, Florida, 33312",8,"Sat, 14 Nov 2020 21:03:43 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16162301,26.102873,,2020-11-14 21:03:43,POINT (-80.161623005 26.1028729970001)
134,"1509 SW 15th Ave, Fort Lauderdale, Florida, 33312",8,"Sat, 14 Nov 2020 21:05:02 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16162301,26.102873,,2020-11-14 21:05:02,POINT (-80.161623005 26.1028729970001)
135,"SW 23rd St, Fort Lauderdale, Florida, 33312",6,"Sat, 14 Nov 2020 22:53:30 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.18412992,26.09326503,,2020-11-14 22:53:30,POINT (-80.184129924 26.093265031)
136,"940 SW 29th Way, Fort Lauderdale, Florida, 33312",8,"Mon, 16 Nov 2020 17:23:59 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.18345904,26.10976099,,2020-11-16 17:23:59,POINT (-80.183459036 26.1097609930001)
137,"1721 NW 36th Ct, Fort Lauderdale, Florida, 33309",8,"Wed, 18 Nov 2020 12:57:33 GMT",,rainfall_storm_hurricane,,OAKLAND PARK,,,,,33309,,,,,,,-80.16542403,26.17001799,,2020-11-18 12:57:33,POINT (-80.1654240299999 26.1700179920001)
138,"1721 NW 36th Ct, Fort Lauderdale, Florida, 33309",8,"Wed, 18 Nov 2020 12:59:04 GMT",,rainfall_storm_hurricane,,OAKLAND PARK,,,,,33309,,,,,,,-80.16542403,26.17001799,,2020-11-18 12:59:04,POINT (-80.1654240299999 26.1700179920001)
139,"1600 NW 38th St, Fort Lauderdale, Florida, 33309",8,"Wed, 18 Nov 2020 13:05:29 GMT",,rainfall_storm_hurricane,,OAKLAND PARK,,,,,33309,,,,,,,-80.16340902,26.173543,,2020-11-18 13:05:29,POINT (-80.1634090209999 26.173543002)
140,"1701 NW 38th St, Fort Lauderdale, Florida, 33309",8,"Wed, 18 Nov 2020 13:10:24 GMT",,rainfall_storm_hurricane,,OAKLAND PARK,,,,,33309,,,,,,,-80.16495608,26.17376147,,2020-11-18 13:10:24,POINT (-80.16495608 26.1737614680001)
141,"1701 NW 39th St, Fort Lauderdale, Florida, 33309",8,"Wed, 18 Nov 2020 13:15:30 GMT",,rainfall_storm_hurricane,,OAKLAND PARK,,,,,33309,,,,,,,-80.16458664,26.17440324,,2020-11-18 13:15:30,POINT (-80.164586641 26.174403237)
142,"1637 NE 17th Ter, Fort Lauderdale, Florida, 33305",4,"Mon, 23 Nov 2020 18:20:46 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33305,,,,,,,-80.12550396,26.14932001,,2020-11-23 18:20:46,POINT (-80.125503959 26.1493200140001)
143,"1637 NE 17th Ter, Fort Lauderdale, Florida, 33305",4,"Mon, 23 Nov 2020 18:29:22 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33305,,,,,,,-80.12570781,26.14932,,2020-11-23 18:29:22,POINT (-80.125707807 26.149319996)
144,"1102 San Luis Rey, Fort Lauderdale, Florida, 33326",1,"Mon, 23 Nov 2020 18:43:52 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38293366,26.10768093,,2020-11-23 18:43:52,POINT (-80.3829336639999 26.107680928)
145,"San Luis Rey, Fort Lauderdale, Florida, 33326",1,"Mon, 23 Nov 2020 18:45:59 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38336491,26.10833504,,2020-11-23 18:45:59,POINT (-80.3833649119999 26.1083350430001)
146,"San Luis Rey, Fort Lauderdale, Florida, 33326",1,"Mon, 23 Nov 2020 18:49:47 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38338317,26.10848979,,2020-11-23 18:49:47,POINT (-80.383383173 26.108489793)
147,"Laguna Springs Dr, Fort Lauderdale, Florida, 33326",1,"Mon, 23 Nov 2020 18:53:48 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38200562,26.1084892,,2020-11-23 18:53:48,POINT (-80.382005619 26.108489201)
148,"1075 San Luis Rey, Fort Lauderdale, Florida, 33326",1,"Mon, 23 Nov 2020 18:55:59 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38361302,26.10851301,,2020-11-23 18:55:59,POINT (-80.383613016 26.1085130110001)
149,"1075 San Luis Rey, Fort Lauderdale, Florida, 33326",1,"Mon, 23 Nov 2020 18:59:23 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38341595,26.10834881,,2020-11-23 18:59:23,POINT (-80.383415952 26.1083488090001)
150,"Catalina Dr, Fort Lauderdale, Florida, 33326",1,"Mon, 23 Nov 2020 19:06:12 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33326,,,,,,,-80.38418357,26.10586388,,2020-11-23 19:06:12,POINT (-80.384183573 26.1058638810001)
151,"2100-2398 NE 17th Ter, Fort Lauderdale, Florida, 33305",4,"Mon, 23 Nov 2020 19:16:29 GMT",,rainfall_storm_hurricane,,WILTON MANORS,,,,,33305,,,,,,,-80.12385826,26.15559204,,2020-11-23 19:16:29,POINT (-80.1238582559999 26.1555920380001)
152,"2117 NE 17th Ter, Fort Lauderdale, Florida, 33305",4,"Mon, 23 Nov 2020 19:20:17 GMT",,rainfall_storm_hurricane,,WILTON MANORS,,,,,33305,,,,,,,-80.12410502,26.15499498,,2020-11-23 19:20:17,POINT (-80.124105019 26.1549949820001)
153,"Sawgrass Mills, Sunrise, Florida",9,"Mon, 23 Nov 2020 20:42:17 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.32183,26.15222,,2020-11-23 20:42:17,POINT (-80.32183 26.15222)
154,Sawgrass Mills Parking,9,"Mon, 23 Nov 2020 20:42:54 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.321,26.15444,,2020-11-23 20:42:54,POINT (-80.321 26.1544400000001)
155,Sawgrass Mills,9,"Mon, 23 Nov 2020 20:43:55 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.32112,26.1517,,2020-11-23 20:43:55,POINT (-80.32112 26.1517000000001)
156,"Sawgrass Mills, Sunrise, Florida",9,"Mon, 23 Nov 2020 20:45:37 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.32183,26.15222,,2020-11-23 20:45:37,POINT (-80.32183 26.15222)
157,"Sawgrass Mills Cir, Fort Lauderdale, Florida, 33323",9,"Mon, 23 Nov 2020 21:18:34 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.32329525,26.14768023,,2020-11-23 21:18:34,POINT (-80.3232952509999 26.1476802290001)
158,Sawgrass Mills,9,"Mon, 23 Nov 2020 21:19:35 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.31904663,26.15139768,,2020-11-23 21:19:35,POINT (-80.319046632 26.151397682)
159,Sawgrass Mills,9,"Mon, 23 Nov 2020 21:20:21 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.31823124,26.15419051,,2020-11-23 21:20:21,POINT (-80.31823124 26.154190509)
160,Tory Burch,9,"Mon, 23 Nov 2020 21:21:38 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.31760897,26.14881667,,2020-11-23 21:21:38,POINT (-80.3176089679999 26.148816665)
161,Sawgrass Mills,9,"Mon, 23 Nov 2020 21:22:34 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.32274808,26.15137842,,2020-11-23 21:22:34,POINT (-80.322748081 26.1513784200001)
162,"2401 SW 10th St, Fort Lauderdale, Florida, 33312",8,"Tue, 24 Nov 2020 15:27:38 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.17401367,26.11007662,,2020-11-24 15:27:38,POINT (-80.174013671 26.1100766220001)
163,"Emerald Estates Dr, Fort Lauderdale, Florida, 33331",1,"Tue, 24 Nov 2020 15:31:03 GMT",,rainfall_storm_hurricane,,WESTON,,,,,33331,,,,,,,-80.37155071,26.06634599,,2020-11-24 15:31:03,POINT (-80.3715507109999 26.0663459900001)
164,"600 SW 28th Ter, Fort Lauderdale, Florida, 33312",8,"Tue, 24 Nov 2020 15:34:24 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.18110811,26.11369412,,2020-11-24 15:34:24,POINT (-80.1811081129999 26.1136941180001)
165,"501 SE 6th Ave, Deerfield Beach, Florida, 33441",2,"Tue, 24 Nov 2020 15:36:05 GMT",,rainfall_storm_hurricane,,DEERFIELD BEACH,,,,,33441,,,,,,,-80.09568862,26.31079464,,2020-11-24 15:36:05,POINT (-80.0956886179999 26.310794639)
166,"448 Lakes Dr, Deerfield Beach, Florida, 33442",2,"Tue, 24 Nov 2020 15:43:03 GMT",,rainfall_storm_hurricane,,DEERFIELD BEACH,,,,,33442,,,,,,,-80.14626257,26.32211915,,2020-11-24 15:43:03,POINT (-80.14626257 26.3221191540001)
167,"6933-6941 Taft St, Hollywood, Florida, 33024",7,"Tue, 24 Nov 2020 15:48:15 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33024,,,,,,,-80.22638512,26.02519699,,2020-11-24 15:48:15,POINT (-80.226385119 26.025196989)
168,"1201-1399 SW 19th Ave, Fort Lauderdale, Florida, 33312",8,"Tue, 24 Nov 2020 15:56:51 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16692263,26.10419378,,2020-11-24 15:56:51,POINT (-80.166922632 26.1041937800001)
169,"6401-6499 Evans St, Hollywood, Florida, 33024",7,"Tue, 24 Nov 2020 15:58:42 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33024,,,,,,,-80.22035965,26.04338296,,2020-11-24 15:58:42,POINT (-80.2203596529999 26.0433829620001)
170,"1307-1399 SW 18th Ave, Fort Lauderdale, Florida, 33312",8,"Tue, 24 Nov 2020 15:59:34 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16589096,26.10457133,,2020-11-24 15:59:34,POINT (-80.165890961 26.1045713340001)
171,"1328 SW 19th Ave, Fort Lauderdale, Florida, 33312",8,"Tue, 24 Nov 2020 16:02:46 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16684271,26.10485904,,2020-11-24 16:02:46,POINT (-80.166842708 26.104859044)
172,"1328 SW 19th Ave, Fort Lauderdale, Florida, 33312",8,"Tue, 24 Nov 2020 16:05:18 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.16671308,26.10484396,,2020-11-24 16:05:18,POINT (-80.1667130769999 26.1048439590001)
173,"2401 SW 10th St, Fort Lauderdale, Florida, 33312",8,"Tue, 24 Nov 2020 16:05:27 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.17431505,26.11020084,,2020-11-24 16:05:27,POINT (-80.174315048 26.1102008390001)
174,"605-605 Deer Creek Hollows Cir, Deerfield Beach, Florida, 33442",2,"Tue, 24 Nov 2020 16:10:21 GMT",,rainfall_storm_hurricane,,DEERFIELD BEACH,,,,,33442,,,,,,,-80.13072612,26.32552759,,2020-11-24 16:10:21,POINT (-80.130726118 26.325527595)
175,"6933-6941 Taft St, Hollywood, Florida, 33024",7,"Tue, 24 Nov 2020 16:13:26 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33024,,,,,,,-80.22638402,26.02519481,,2020-11-24 16:13:26,POINT (-80.226384019 26.0251948110001)
176,"NW 2nd Ter, Deerfield Beach, Florida, 33441",2,"Tue, 24 Nov 2020 16:13:58 GMT",,rainfall_storm_hurricane,,DEERFIELD BEACH,,,,,33441,,,,,,,-80.10583993,26.31881505,,2020-11-24 16:13:58,POINT (-80.1058399299999 26.3188150460001)
177,"14402 Stirling Rd, Fort Lauderdale, Florida, 33330",5,"Tue, 24 Nov 2020 16:23:43 GMT",,rainfall_storm_hurricane,,SOUTHWEST RANCHES,,,,,33330,,,,,,,-80.34002556,26.04215836,,2020-11-24 16:23:43,POINT (-80.340025564 26.042158355)
178,"101-199 S Ocean Way, Deerfield Beach, Florida, 33441",2,"Tue, 24 Nov 2020 16:40:00 GMT",,rainfall_storm_hurricane,,DEERFIELD BEACH,,,,,33441,,,,,,,-80.07590551,26.31316191,,2020-11-24 16:40:00,POINT (-80.075905513 26.3131619100001)
179,"601-699 S Ocean Way, Deerfield Beach, Florida, 33441",2,"Tue, 24 Nov 2020 16:41:20 GMT",,rainfall_storm_hurricane,,DEERFIELD BEACH,,,,,33441,,,,,,,-80.07635612,26.30862252,,2020-11-24 16:41:20,POINT (-80.076356124 26.30862252)
180,"SW 1st St, Deerfield Beach, Florida, 33441",2,"Tue, 24 Nov 2020 16:43:56 GMT",,rainfall_storm_hurricane,,DEERFIELD BEACH,,,,,33441,,,,,,,-80.10430491,26.31783503,,2020-11-24 16:43:56,POINT (-80.104304911 26.317835034)
181,"5500-5544 SW 48th St, Fort Lauderdale, Florida, 33314",5,"Tue, 24 Nov 2020 17:02:21 GMT",,rainfall_storm_hurricane,,DAVIE,,,,,33314,,,,,,,-80.2214474,26.06240725,,2020-11-24 17:02:21,POINT (-80.221447398 26.0624072470001)
182,"80-98 SW 70th Ter, Fort Lauderdale, Florida, 33317",5,"Tue, 24 Nov 2020 18:43:14 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.24246519,26.1182053,,2020-11-24 18:43:14,POINT (-80.242465188 26.118205303)
183,Plantation Preserve Golf Course,5,"Tue, 24 Nov 2020 18:44:37 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.24040525,26.11743464,,2020-11-24 18:44:37,POINT (-80.240405251 26.117434637)
184,Plantation Preserve Golf Course,5,"Tue, 24 Nov 2020 18:46:25 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.23757284,26.11720344,,2020-11-24 18:46:25,POINT (-80.2375728389999 26.1172034360001)
185,Plantation Preserve Golf Course,5,"Tue, 24 Nov 2020 18:47:32 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.2410919,26.11573916,,2020-11-24 18:47:32,POINT (-80.241091897 26.115739155)
186,"6820 E Tropical Way, Fort Lauderdale, Florida, 33317",5,"Tue, 24 Nov 2020 18:49:03 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.24001901,26.11947689,,2020-11-24 18:49:03,POINT (-80.240019013 26.119476891)
187,Plantation Preserve Golf Course,5,"Tue, 24 Nov 2020 18:50:01 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.24461095,26.11824384,,2020-11-24 18:50:01,POINT (-80.244610955 26.118243836)
188,"6821 E Tropical Way, Fort Lauderdale, Florida, 33317",5,"Tue, 24 Nov 2020 18:52:00 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.24040525,26.12009341,,2020-11-24 18:52:00,POINT (-80.240405251 26.1200934130001)
189,"NE 26th St & NE 17th Ter, Fort Lauderdale, Florida, 33305",4,"Tue, 24 Nov 2020 18:59:03 GMT",,rainfall_storm_hurricane,,WILTON MANORS,,,,,33334,,,,,,,-80.12395993,26.15968005,,2020-11-24 18:59:03,POINT (-80.123959929 26.1596800460001)
190,"1749 NE 26th St, Fort Lauderdale, Florida, 33334",4,"Tue, 24 Nov 2020 19:00:15 GMT",,rainfall_storm_hurricane,,WILTON MANORS,,,,,33334,,,,,,,-80.12361124,26.16000932,,2020-11-24 19:00:15,POINT (-80.1236112409999 26.160009324)
191,"2200-2298 NW 5th Ave, Fort Lauderdale, Florida, 33311",8,"Tue, 24 Nov 2020 19:01:57 GMT",,rainfall_storm_hurricane,,WILTON MANORS,,,,,33311,,,,,,,-80.14979364,26.15665011,,2020-11-24 19:01:57,POINT (-80.1497936389999 26.156650111)
192,"14261-14507 Stirling Rd, Fort Lauderdale, Florida, 33330",5,"Tue, 24 Nov 2020 19:26:53 GMT",,rainfall_storm_hurricane,,SOUTHWEST RANCHES,,,,,33330,,,,,,,-80.34143197,26.04413831,,2020-11-24 19:26:53,POINT (-80.341431969 26.0441383130001)
193,"6401-6499 Meade St, Hollywood, Florida, 33024",7,"Tue, 24 Nov 2020 19:35:57 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33024,,,,,,,-80.22002257,26.04201199,,2020-11-24 19:35:57,POINT (-80.220022574 26.042011991)
194,"860 Garden Ct, Fort Lauderdale, Florida, 33317",9,"Wed, 25 Nov 2020 14:03:58 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.23182102,26.13399601,,2020-11-25 14:03:58,POINT (-80.231821025 26.133996009)
195,"860 Garden Ct, Fort Lauderdale, Florida, 33317",9,"Wed, 25 Nov 2020 14:05:37 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.23182102,26.13399601,,2020-11-25 14:05:37,POINT (-80.231821025 26.133996009)
196,"860 Garden Ct, Fort Lauderdale, Florida, 33317",9,"Wed, 25 Nov 2020 14:08:13 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33317,,,,,,,-80.23182102,26.13399601,,2020-11-25 14:08:13,POINT (-80.231821025 26.133996009)
