,original_reference_no,original_request_type,original_status,original_priority,original_assigned_dept,original_date,formatted,lat,lon,geometry
116,W078237-033123,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,3/31/2023 9:47 AM,"300 Romano Avenue, Coral Gables, FL 33134, United States of America",25.7416002,-80.26056406,POINT (-80.26056406 25.7416002)
117,W078228-033123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/31/2023 8:S2 AM,"318 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.7549004,-80.26160565,POINT (-80.26160565 25.7549004)
118,W078225-033123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/31/2023 8:17 AM,"318 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.7549004,-80.26160565,POINT (-80.26160565 25.7549004)
119,W078212-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 4:34 PM,"7351 Los Pinos Boulevard, Coral Gables, FL 33143, United States of America",25.7003385,-80.2588835,POINT (-80.2588835 25.7003385)
120,W078207-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 2:46 PM,"1010 Bayamo Avenue, Coral Gables, FL 33146, United States of America",25.70914775,-80.27098294,POINT (-80.27098294 25.70914775)
121,W078206-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 2:37 PM,"90 Menores Avenue, Coral Gables, FL 33134, United States of America",25.7577246,-80.2564021,POINT (-80.2564021 25.7577246)
122,W078205-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 2:20 PM,"208 Jefferson Drive, Coral Gables, FL 33133, United States of America",25.7257021,-80.25982378,POINT (-80.25982378 25.7257021)
123,W078204-033023,Storm Drain/ Catch Basin,Completed,Medium,PW- Central and Engineering,3/30/2023 2:16 PM,"6815 Pallazzo Street, Coral Gables, FL 33146, United States of America",25.7060402,-80.27374251,POINT (-80.27374251 25.7060402)
124,W078203-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 1:50 PM,"1011 Bayamo Avenue, Coral Gables, FL 33146, United States of America",25.70961395,-80.27101616,POINT (-80.27101616 25.70961395)
125,W078201-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 1:43 PM,"300 Romano Avenue, Coral Gables, FL 33134, United States of America",25.7416002,-80.26056406,POINT (-80.26056406 25.7416002)
126,W078199-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 1:37 PM,"2114 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.75088385,-80.27548107,POINT (-80.27548107 25.75088385)
127,W078198-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 1:32 PM,"812 Valencia Avenue, Coral Gables, FL 33134, United States of America",25.7467749,-80.27149367,POINT (-80.27149367 25.7467749)
128,W078197-033023,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/30/2023 1:28 PM,"531 Almeria Avenue, Coral Gables, FL 33134, United States of America",25.7466939,-80.26594991,POINT (-80.26594991 25.7466939)
129,W077464-030723,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,3/7/2023 11:03 AM,"1430 Madruga Avenue, Coral Gables, FL 33146, United States of America",25.709183,-80.28167386,POINT (-80.28167386 25.709183)
130,W077206-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 3:03 PM,"2519 Galiano Street, Coral Gables, FL 33134, United States of America",25.7482829,-80.2560893,POINT (-80.2560893 25.7482829)
131,W077205-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 3:01 PM,"2722 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7467171,-80.2589203,POINT (-80.2589203 25.7467171)
132,W077203-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 2:55 PM,"2551 Le Jeune Road, Coral Gables, FL 33134-5805, United States of America",25.748122,-80.261652,POINT (-80.261652 25.748122)
133,W077201-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 2:50 PM,"240 Santander Avenue, Coral Gables, FL 33134, United States of America",25.7431504,-80.25952777,POINT (-80.25952777 25.7431504)
134,W077200-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 2:48 PM,"26 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.7454895,-80.25546946,POINT (-80.25546946 25.7454895)
135,W077199-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 2:46 PM,"3155 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7429459,-80.2580483,POINT (-80.2580483 25.7429459)
136,W077198-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 2:44 PM,"369 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.74546992,-80.26189373,POINT (-80.26189373 25.74546992)
137,W077197-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 2:34 PM,"2916 Douglas Road, Coral Gables, FL 33134-6928, United States of America",25.745185,-80.254677,POINT (-80.254677 25.745185)
138,W077194-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 1:17 PM,"104 San Sebastian Avenue, Coral Gables, FL 33134, United States of America",25.7425343,-80.25660574,POINT (-80.25660574 25.7425343)
139,W077193-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 1:14 PM,"241 Sevilla Avenue, Coral Gables, FL 33134, United States of America",25.7465115,-80.2598757,POINT (-80.2598757 25.7465115)
140,W077186-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 11:58 AM,"50 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.7454605,-80.25633502,POINT (-80.25633502 25.7454605)
141,W077182-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 11:36 AM,"221 Almeria Avenue, Coral Gables, FL 33134, United States of America",25.74717578,-80.25903969,POINT (-80.25903969 25.74717578)
142,W077179-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 11:27 AM,"255 San Sebastian Avenue, Coral Gables, FL 33134, United States of America",25.7428031,-80.26018979,POINT (-80.26018979 25.7428031)
143,W077178-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 11:24 AM,"250 San Sebastian Avenue, Coral Gables, FL 33134, United States of America",25.74233225,-80.2599703,POINT (-80.2599703 25.74233225)
144,W077177-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 11:01 AM,"225 Malaga Avenue, Coral Gables, FL 33134, United States of America",25.7442824,-80.2593808,POINT (-80.2593808 25.7442824)
145,W077176-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 10:52 AM,"275 University Drive, Coral Gables, FL 33134, United States of America",25.743724,-80.2603029,POINT (-80.2603029 25.743724)
146,W077175-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 10:39 AM,"3011 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.74438329,-80.25833059,POINT (-80.25833059 25.74438329)
147,W077172-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 10:09 AM,"2901 Le Jeune Road, Coral Gables, FL 33134-6603, United States of America",25.745141,-80.262297,POINT (-80.262297 25.745141)
148,W077171-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 10:03 AM,"38 San Sebastian Avenue, Coral Gables, FL 33134, United States of America",25.74252015,-80.25587202,POINT (-80.25587202 25.74252015)
149,W077168-030223,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/2/2023 9:59 AM,"345 Sarto Avenue, Coral Gables, FL 33134, United States of America",25.7412376,-80.26209204,POINT (-80.26209204 25.7412376)
150,W077154-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 4:45 PM,"3000 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7446664,-80.2586472,POINT (-80.2586472 25.7446664)
151,W077153-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 4:41 PM,"45 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.74593035,-80.25623146,POINT (-80.25623146 25.74593035)
152,W077152-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 4:36 PM,"2555 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7480884,-80.2581552,POINT (-80.2581552 25.7480884)
153,W077151-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 4:31 PM,"3299 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7413368,-80.2580644,POINT (-80.2580644 25.7413368)
154,W077149-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 4:25 PM,"251 San Sebastian Avenue, Coral Gables, FL 33134, United States of America",25.74280115,-80.2599963,POINT (-80.2599963 25.74280115)
155,W077148-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 4:19 PM,"341 Aledo Avenue, Coral Gables, FL 33134, United States of America",25.7398882,-80.26179007,POINT (-80.26179007 25.7398882)
156,W077144-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 3:S2 PM,"262 Almeria Avenue, Coral Gables, FL 33134, United States of America",25.7468347,-80.2600598,POINT (-80.2600598 25.7468347)
157,W077143-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 3:45 PM,"300 Malaga Avenue, Coral Gables, FL 33134, United States of America",25.74374665,-80.26068944,POINT (-80.26068944 25.74374665)
158,W077142-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 3:40 PM,"3408 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7400975,-80.25880226,POINT (-80.25880226 25.7400975)
159,W077141-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 3:38 PM,"90 Almeria Avenue, Coral Gables, FL 33134, United States of America",25.7470118,-80.25634922,POINT (-80.25634922 25.7470118)
160,W077140-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 3:35 PM,"3000 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7446664,-80.2586472,POINT (-80.2586472 25.7446664)
161,W077130-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 1:55 PM,"2700 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7469655,-80.2588343,POINT (-80.2588343 25.7469655)
162,W077123-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 11:58 AM,"224 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.7453201,-80.2595362,POINT (-80.2595362 25.7453201)
163,W077120-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 11:52 AM,"301 Almeria Avenue, Coral Gables, FL 33134, United States of America",25.74718995,-80.26084248,POINT (-80.26084248 25.74718995)
164,W077118-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 11:49 AM,"113 Almeria Avenue, Coral Gables, FL 33134, United States of America",25.7474374,-80.2570067,POINT (-80.2570067 25.7474374)
165,W077117-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 11:47 AM,"355 Malaga Avenue, Coral Gables, FL 33134, United States of America",25.74412575,-80.26229284,POINT (-80.26229284 25.74412575)
166,W077116-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 11:44 AM,"3081 Salzedo Street, Coral Gables, FL 33134, United States of America",25.74419035,-80.26027355,POINT (-80.26027355 25.74419035)
167,W077111-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 10:22 AM,"300 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.7452597,-80.2606697,POINT (-80.2606697 25.7452597)
168,W077110-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 10:18 AM,"3113 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7437412,-80.2580701,POINT (-80.2580701 25.7437412)
169,W077109-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 10:14 AM,"220 Santander Avenue, Coral Gables, FL 33134, United States of America",25.74313215,-80.25928034,POINT (-80.25928034 25.74313215)
170,W077108-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 10:10 AM,"3201 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7423433,-80.2580302,POINT (-80.2580302 25.7423433)
171,W077106-030123,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/1/2023 10:03 AM,"6 Palermo Avenue, Coral Gables, FL 33134, United States of America",25.7456178,-80.25471548,POINT (-80.25471548 25.7456178)
172,W076403-022123,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,2/21/2023 9:55 AM,"2517 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.74721025,-80.27453307,POINT (-80.27453307 25.74721025)
173,W075520-020623,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,2/6/2023 1:42 PM,"Coral Gables, FL, United States of America",25.63517183,-80.29876793,POINT (-80.29876793 25.63517183)
174,W074719-011023,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,1/10/2023 10:08 AM,"427 Alcazar Avenue, Coral Gables, FL 33134, United States of America",25.7527714,-80.26397087,POINT (-80.26397087 25.7527714)
175,W074627-010623,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,1/6/2023 10:36 AM,"1010 Bayamo Avenue, Coral Gables, FL 33146, United States of America",25.70914775,-80.27098294,POINT (-80.27098294 25.70914775)
176,W074382-122822,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,12/28/2022 1:20 PM,"5910 Maggiore Street, Coral Gables, FL 33146, United States of America",25.71435765,-80.26376312,POINT (-80.26376312 25.71435765)
177,W074324-122722,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,12/27/2022 9:22 AM,"905 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.7480355,-80.27316321,POINT (-80.27316321 25.7480355)
178,W074034-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 3:52 PM,"1101 Stanford Drive, Coral Gables, FL 33146, United States of America",25.71857085,-80.27425652,POINT (-80.27425652 25.71857085)
179,W074033-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 3:45 PM,"4725 Riviera Drive, Coral Gables, FL 33146, United States of America",25.72827905,-80.26372907,POINT (-80.26372907 25.72827905)
180,W074032-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 3:41 PM,"500 Jeronimo Drive, Coral Gables, FL 33146, United States of America",25.73033235,-80.26436723,POINT (-80.26436723 25.73033235)
181,W074031-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 3:36 PM,"5665 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.7127011,-80.2805466,POINT (-80.2805466 25.7127011)
182,W074029-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 3:20 PM,"5665 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.7127011,-80.2805466,POINT (-80.2805466 25.7127011)
183,W074028-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 3:10 PM,"4601 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.7270394,-80.2628202,POINT (-80.2628202 25.7270394)
184,W074027-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 2:27 PM,"Toppel Career Center, 5225 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.71702195,-80.27514779,POINT (-80.27514779 25.71702195)
185,W074026-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 2:21 PM,"4601 Ponce de Leon Boulevard, Coral Gables, FL 33146, United States of America",25.7270394,-80.2628202,POINT (-80.2628202 25.7270394)
186,W074025-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 2:18 PM,"4300 Riviera Drive, Coral Gables, FL 33146, United States of America",25.73181495,-80.26443405,POINT (-80.26443405 25.73181495)
187,W074024-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 2:13 PM,"4209 Granada Boulevard, Coral Gables, FL 33146, United States of America",25.7325848,-80.27229575,POINT (-80.27229575 25.7325848)
188,W074023-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 2:07 PM,"548 San Lorenzo Avenue, Coral Gables, FL 33146, United States of America",25.73169845,-80.2660777,POINT (-80.2660777 25.73169845)
189,W074021-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/20221:57 PM,"500 Vilabella Avenue, Coral Gables, FL 33146, United States of America",25.72922295,-80.26435238,POINT (-80.26435238 25.72922295)
190,W074020-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 1:54 PM,"4300 Toledo Street, Coral Gables, FL 33146, United States of America",25.7318231,-80.27124436,POINT (-80.27124436 25.7318231)
191,W074018-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/2022 1:20 PM,"4200 Riviera Drive, Coral Gables, FL 33146, United States of America",25.73262525,-80.26447287,POINT (-80.26447287 25.73262525)
192,W074016-121422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,12/14/20221:16 PM,"4114 Anderson Road, Coral Gables, FL 33146, United States of America",25.7330401,-80.27035055,POINT (-80.27035055 25.7330401)
